adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/wTvDGO0xGMmnScqjuiDeWU7PkcB.jpg,"[10749, 14, 18]",293863,en,The Age of Adaline,"After 29-year-old Adaline recovers from a nearly lethal accident, she inexplicably stops growing older. As the years stretch on and on, Adaline keeps her secret to herself  until she meets a man who changes her life.",8.0259,/MbILysGhjAbnZi1Okae9wYqLMx.jpg,2015-04-16,The Age of Adaline,False,7.466,7060
False,/wGwSWDG3LIQxchg2M8HV7bDqYKU.jpg,"[16, 18, 14, 10749]",533514,ja,劇場版 ヴァイオレット・エヴァーガーデン,"As the world moves on from the war and technological advances bring changes to her life, Violet still hopes to see her lost commanding officer again.",7.9919,/bajajkoErDst0JxdFyBkABiF9rW.jpg,2020-09-18,Violet Evergarden: The Movie,False,8.3,498
False,/uNLIMPxknsV4n3IAEDpS1iqF5dm.jpg,"[14, 18, 10749]",162,en,Edward Scissorhands,A small suburban town receives a visit from a castaway unfinished science experiment named Edward.,7.9894,/e0FqKFvGPdQNWG8tF9cZBtev9Em.jpg,1990-12-07,Edward Scissorhands,False,7.72,13685
False,/rz3TAyd5kmiJmozp3GUbYeB5Kep.jpg,"[12, 35, 14, 28]",353486,en,Jumanji: Welcome to the Jungle,"Four teenagers in detention discover an old video game console with a game they’ve never heard of. When they decide to play, they are immediately sucked into the jungle world of Jumanji in the bodies of their avatars. They’ll have to complete the adventure of their lives filled with fun, thrills and danger or be stuck in the game forever!",7.9574,/pSgXKPU5h6U89ipF7HBYajvYt7j.jpg,2017-12-09,Jumanji: Welcome to the Jungle,False,6.818,14388
False,/zMrk2G3XsnfYKiIp1NEfdtvDyBH.jpg,"[12, 14, 28]",337401,en,Mulan,"When the Emperor of China issues a decree that one man per family must serve in the Imperial Chinese Army to defend the country from Huns, Hua Mulan, the eldest daughter of an honored warrior, steps in to take the place of her ailing father. She is spirited, determined and quick on her feet. Disguised as a man by the name of Hua Jun, she is tested every step of the way and must harness her innermost strength and embrace her true potential.",7.9514,/aKx1ARwG55zZ0GpRvU2WrGrCG9o.jpg,2020-09-04,Mulan,False,6.831,7012
False,/zmX7ObPaRfiCmY6LMalUb1bJDKj.jpg,"[16, 10751, 14, 12, 28]",527774,en,Raya and the Last Dragon,"Long ago, in the fantasy world of Kumandra, humans and dragons lived together in harmony. But when an evil force threatened the land, the dragons sacrificed themselves to save humanity. Now, 500 years later, that same evil has returned and it’s up to a lone warrior, Raya, to track down the legendary last dragon to restore the fractured land and its divided people.",7.8979,/5nVhgCzxKbK47OLIKxCR1syulOn.jpg,2021-03-03,Raya and the Last Dragon,False,7.801,7229
False,/nBKrBDxNx10SuAKPLRtBXoRku5y.jpg,"[16, 35, 14]",1359607,ja,小林さんちのメイドラゴン さみしがりやの竜,"Miss Kobayashi, Tohru, Kanna, and Iruru's peaceful lives are shattered when Kanna's father, Kimun Kamui, leader of the Chaos Forces, arrives and forces her to return to the Dragon World to fix a past mistake. With a war brewing between Chaos and Harmony, Kanna must find a way to unite the two worlds but is torn between her loyalty to her friends and her father's demands. Miss Kobayashi, however, refuses to let her go and tries to mend Kanna and Kamui's broken bond. As dragons clash, Iruru uncovers a hidden force manipulating the war. Can they stop the war before it consumes both worlds?",7.8865,/kN0V877loq6kkDybVbi3KcrjwgE.jpg,2025-06-27,Miss Kobayashi's Dragon Maid: A lonely dragon wants to be loved,False,8.0,29
False,/c6yfABGVKuB5cjoOwdX4AJMlzUz.jpg,"[35, 14]",620,en,Ghostbusters,"After losing their university jobs, three parapsychologists start a ghost-catching business in New York City and uncover a supernatural threat that could destroy the world.",7.8798,/7E8nLijS9AwwUEPu2oFYOVKhdFA.jpg,1984-06-08,Ghostbusters,False,7.495,9673
False,/zi2oYYNSSv7t44iSt5YrxHX9PYs.jpg,"[27, 14, 18]",310131,en,The Witch,"In 1630, a farmer relocates his family to a remote plot of land on the edge of a forest where strange, unsettling things happen. With suspicion and paranoia mounting, each family member's faith, loyalty and love are tested in shocking ways.",7.8772,/zap5hpFCWSvdWSuPGAQyjUv2wAC.jpg,2016-02-19,The Witch,False,7.0,7581
False,/1SgD8XMa6dDSBKbPU4TDe2cmfGK.jpg,"[14, 18]",842924,en,The Life of Chuck,"In this extraordinary story of an ordinary man, Charles 'Chuck' Krantz experiences the wonder of love, the heartbreak of loss, and the multitudes contained in all of us.",7.8399,/oumprkO9bThExP8NwxBIBnvBu2v.jpg,2025-06-05,The Life of Chuck,False,7.279,997
False,/yQy9Y3p5INwkfTuHSnzYnz4MCV3.jpg,"[35, 14, 10751]",1125257,en,Freakier Friday,"Years after Tess and Anna endured an identity crisis, Anna now has a daughter of her own and a soon-to-be stepdaughter. As they navigate the myriad challenges that come when two families merge, Tess and Anna discover lightning might indeed strike twice.",7.742,/9wV65OmsjLAqBfDnYTkMPutXH8j.jpg,2025-08-06,Freakier Friday,False,6.9,657
False,/qkl57wzSFrpi2sRpoc2mZJbMuLP.jpg,"[14, 18, 10749]",50620,en,The Twilight Saga: Breaking Dawn - Part 2,"After the birth of Renesmee, the Cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the Volturi.",7.7968,/7IGdPaKujv0BjI0Zd0m0a4CzEjJ.jpg,2012-11-13,The Twilight Saga: Breaking Dawn - Part 2,False,6.455,9327
False,/4tdV5AeojEdbvn6VpeQrbuDlmzs.jpg,"[16, 18, 12, 14]",916224,ja,すずめの戸締まり,"Suzume, 17, lost her mother as a little girl. On her way to school, she meets a mysterious young man. But her curiosity unleashes a calamity that endangers the entire population of Japan, and so Suzume embarks on a journey to set things right.",7.7895,/yStW1TXF5s7Tbtu9KjIZEaWl6HL.jpg,2022-11-11,Suzume,False,7.887,1701
False,/yHVZncPRZr63mezRX20IyKLrSkv.jpg,"[18, 14, 28]",656908,hi,रामायण,"An ancient epic follows a young prince and princess whose marriage and subsequent exile mark the beginning of a legendary journey. Their story of love, duty and destiny sets the stage for greater challenges ahead.",7.7583,/f3yZZw7zIsWo6m9xJStfjDauIZX.jpg,2026-11-08,Ramayana,False,0.0,0
False,/bZsATFS6wg6L45ele7Ve4ogGkUT.jpg,"[14, 18, 27]",60898,cn,聊齋艷譚,"After one thousand years, three vixens transform into humans. They seduce a poor young scholar who soon finds himself in a horrifying situation.",7.7524,/fTUCwsxVoLFuodAtlL6aITP1B45.jpg,1990-05-19,Erotic Ghost Story,False,6.2,93
False,/crKA6WzkjWhvGdzvonRnGr1ZFv8.jpg,"[16, 10751, 14]",10895,en,Pinocchio,"When the gentle woodcarver Geppetto builds a marionette to be his substitute son, a benevolent fairy brings the toy to life. The puppet, named Pinocchio, is not yet a human boy. He must earn the right to be real by proving that he is brave, truthful, and unselfish.",7.7451,/bnZJrLRnoQHpzEJdka1KYfsAF3N.jpg,1940-02-23,Pinocchio,False,7.106,6212
False,/1ZVlzOBYCggLzvVYHK7Im6LohjC.jpg,"[14, 10751, 35]",1593,en,Night at the Museum,"Chaos reigns at the natural history museum when night watchman Larry Daley accidentally stirs up an ancient curse, awakening Attila the Hun, an army of gladiators, a Tyrannosaurus rex and other exhibits.",7.7246,/pDsAAYf6Zn0yiAGJ6lYGs6hoZ4E.jpg,2006-12-20,Night at the Museum,False,6.598,10879
False,/k1pJslKr4aDayw9kWwWnlC3MIP3.jpg,"[16, 14, 12]",615453,zh,哪吒之魔童降世,"A young boy is born as the reincarnation of a demonic power, into a society that hates and fears him. Destined by prophecy to bring destruction to the world, Nezha must choose between good and evil to see if he can change his fate.",7.6865,/phM9bb6s9c60LA8qwsdk7U1N2cS.jpg,2019-07-26,Ne Zha,False,7.892,840
False,/W034dd7w2malON26KWyZm4y37W.jpg,"[12, 28, 14]",1735,en,The Mummy: Tomb of the Dragon Emperor,"Archaeologist Rick O'Connell travels to China, pitting him against an emperor from the 2,000-year-old Han dynasty who's returned from the dead to pursue a quest for world domination. This time, O'Connell enlists the help of his wife and son to quash the so-called 'Dragon Emperor' and his abuse of supernatural power.",7.6571,/A3acM1lX5PNWQa6r5qeMAJOxbnT.jpg,2008-07-01,The Mummy: Tomb of the Dragon Emperor,False,5.512,4766
False,/eQySd26OW7UmCuaeBOL7qy6foMn.jpg,"[28, 14, 878]",454639,en,Masters of the Universe,"After being separated for 15 years, the Sword of Power leads Prince Adam back to Eternia, where he discovers his home shattered under the fiendish rule of Skeletor. To save his family and his world, Adam must join forces with his closest allies, Teela and Duncan/Man-At-Arms, and embrace his true destiny as He-Man — the most powerful man in the universe.",7.6223,/nm2ianYVp7OXElUZVeeAbNTqBLr.jpg,2026-06-03,Masters of the Universe,False,0.0,0
False,/ttBydD0SynC0TMkW3AcnmsySkLp.jpg,"[10749, 14, 35]",137,en,Groundhog Day,"A cynical TV weatherman, along with his idealistic producer and his sardonic cameraman, is sent to report on Groundhog Day in the small town of Punxsutawney, where he finds himself repeating the same day over and over.",7.6176,/gCgt1WARPZaXnq523ySQEUKinCs.jpg,1993-02-11,Groundhog Day,False,7.627,8807
False,/djSAd6HUm66eVNC3PiZbYwOpD5A.jpg,"[14, 28, 12, 18]",81005,en,Jack the Giant Slayer,"The story of an ancient war that is reignited when a young farmhand unwittingly opens a gateway between our world and a fearsome race of giants. Unleashed on the Earth for the first time in centuries, the giants strive to reclaim the land they once lost, forcing the young man, Jack into the battle of his life to stop them. Fighting for a kingdom, its people, and the love of a brave princess, he comes face to face with the unstoppable warriors he thought only existed in legend–and gets the chance to become a legend himself.",7.5864,/9jSI7saUX9Qz0JLh19jX2ulEwL7.jpg,2013-02-27,Jack the Giant Slayer,False,5.87,5171
False,/b5QnSrjDRHUFg3hpjmwBwsJfzyP.jpg,"[14, 28, 53, 878, 27]",346672,en,Underworld: Blood Wars,"Vampire death dealer Selene fends off brutal attacks from both the Lycan clan and the Vampire faction that betrayed her. With her only allies, David and his father Thomas, she must stop the eternal war between Lycans and Vampires, even if it means she has to make the ultimate sacrifice.",7.5335,/v1ciDCWMG47gdT4kMyjyQbnLQQn.jpg,2016-11-24,Underworld: Blood Wars,False,5.914,3911
False,/kCwmLYy9ZMto1eMH8BI9KcVVIH2.jpg,"[35, 27, 14]",1022453,te,ది రాజాసాబ్,"Seeking his lost grandfather, a young man enters a haunted mansion and awakens a family curse powerful enough to upend both his life and reality.",7.5034,/nvK6gYa4diCnQkDVN42uoYXPrdT.jpg,2026-01-08,The Rajasaab,False,5.185,27
False,/wAk0yKrhAmvsoMvlKs4QImhvK5X.jpg,"[28, 12, 14]",297761,en,Suicide Squad,"From DC Comics comes the Suicide Squad, an antihero team of incarcerated supervillains who act as deniable assets for the United States government, undertaking high-risk black ops missions in exchange for commuted prison sentences.",7.4744,/sk3FZgh3sRrmr8vyhaitNobMcfh.jpg,2016-08-03,Suicide Squad,False,5.917,21997
False,/96SADhPnkXnVN3KaRKsDeBovLcm.jpg,"[28, 14, 10770]",877703,en,Teen Wolf: The Movie,"The wolves are howling once again, as a terrifying ancient evil emerges in Beacon Hills. Scott McCall, no longer a teenager yet still an Alpha, must gather new allies and reunite trusted friends to fight back against this powerful and deadly enemy.",7.4638,/wAkpPm3wcHRqZl8XjUI3Y2chYq2.jpg,2023-01-18,Teen Wolf: The Movie,False,7.468,945
False,/rogeBJK44LtWynOqzMFmEF30T80.jpg,"[16, 14, 28, 12]",812225,ja,映画 ブラッククローバー 魔法帝の剣,"As a lionhearted boy who can't wield magic strives for the title of Wizard King, four banished Wizard Kings of yore return to crush the Clover Kingdom.",7.1825,/9YEGawvjaRgnyW6QVcUhFJPFDco.jpg,2023-06-16,Black Clover: Sword of the Wizard King,False,8.1,365
False,/zMrk2G3XsnfYKiIp1NEfdtvDyBH.jpg,"[12, 14, 28]",337401,en,Mulan,"When the Emperor of China issues a decree that one man per family must serve in the Imperial Chinese Army to defend the country from Huns, Hua Mulan, the eldest daughter of an honored warrior, steps in to take the place of her ailing father. She is spirited, determined and quick on her feet. Disguised as a man by the name of Hua Jun, she is tested every step of the way and must harness her innermost strength and embrace her true potential.",7.9514,/aKx1ARwG55zZ0GpRvU2WrGrCG9o.jpg,2020-09-04,Mulan,False,6.831,7011
False,/crKA6WzkjWhvGdzvonRnGr1ZFv8.jpg,"[16, 10751, 14]",10895,en,Pinocchio,"When the gentle woodcarver Geppetto builds a marionette to be his substitute son, a benevolent fairy brings the toy to life. The puppet, named Pinocchio, is not yet a human boy. He must earn the right to be real by proving that he is brave, truthful, and unselfish.",7.7451,/bnZJrLRnoQHpzEJdka1KYfsAF3N.jpg,1940-02-23,Pinocchio,False,7.106,6212
False,/yRKyJJYIzfeiVDHBe4LXguPQCvD.jpg,"[14, 35]",4011,en,Beetlejuice,A newly dead New England couple seeks help from a deranged demon exorcist to scare an affluent New York family out of their home.,7.3107,/nnl6OWkyPpuMm595hmAxNW3rZFn.jpg,1988-03-30,Beetlejuice,False,7.368,8378
False,/dSfrsjhqC6lYe7LYDYnzWeXZmEl.jpg,"[14, 16, 10751]",9479,en,The Nightmare Before Christmas,"Tired of scaring humans every October 31 with the same old bag of tricks, Jack Skellington, the spindly king of Halloween Town, kidnaps Santa Claus and plans to deliver shrunken heads and other ghoulish gifts to children on Christmas morning. But as Christmas approaches, Jack's rag-doll girlfriend, Sally, tries to foil his misguided plans.",6.2359,/oQffRNjK8e19rF7xVYEN8ew0j7b.jpg,1993-10-09,The Nightmare Before Christmas,False,7.831,10260
False,/fMiEp00v8gGWEceL4QeLu6H6z69.jpg,"[28, 12, 14]",639933,en,The Northman,"Prince Amleth is on the verge of becoming a man when his father is brutally murdered by his uncle, who kidnaps the boy's mother. Two decades later, Amleth is now a Viking who's on a mission to save his mother, kill his uncle and avenge his father.",6.4624,/aSSJMnHknzKjlZ6zybwD7eyJ4Po.jpg,2022-04-07,The Northman,False,7.033,4965
False,/mXmvN6drkdU1PWFF92AGklEVIa3.jpg,"[28, 12, 14]",274854,en,The Last Witch Hunter,"The modern world holds many secrets, but by far the most astounding is that witches still live among us; vicious supernatural creatures intent on unleashing the Black Death upon the world and putting an end to the human race once and for all. Armies of witch hunters have battled this unnatural enemy for centuries, including Kaulder, a valiant warrior who many years ago slayed the all-powerful Witch Queen, decimating her followers in the process. In the moments right before her death, the Queen cursed Kaulder with immortality, forever separating him from his beloved wife and daughter. Today, Kaulder is the last living hunter who has spent his immortal life tracking down rogue witches, all the while yearning for his long-lost family.",8.8278,/dS9YdnJkxtKE2PKCSsxTaO7Jpf5.jpg,2015-10-21,The Last Witch Hunter,False,6.009,3820
False,/wGwSWDG3LIQxchg2M8HV7bDqYKU.jpg,"[16, 18, 14, 10749]",533514,ja,劇場版 ヴァイオレット・エヴァーガーデン,"As the world moves on from the war and technological advances bring changes to her life, Violet still hopes to see her lost commanding officer again.",7.9919,/bajajkoErDst0JxdFyBkABiF9rW.jpg,2020-09-18,Violet Evergarden: The Movie,False,8.3,498
False,/cgjLr9VVQzp0mYQ6IUc3JlZ8Frp.jpg,"[14, 35]",310,en,Bruce Almighty,"Bruce Nolan toils as a ""human interest"" television reporter in Buffalo, NY, but despite his high ratings and the love of his beautiful girlfriend, Bruce remains unfulfilled. At the end of the worst day in his life, he angrily ridicules God — and the Almighty responds, endowing Bruce with all of His divine powers.",8.3186,/3XJKBKh9Km89EoUEitVTSnrlAkZ.jpg,2003-05-23,Bruce Almighty,False,6.725,11417
False,/9jxLUKbuDgYW8Ro94q50rLQQL0P.jpg,"[12, 10751, 14]",11639,en,The Dark Crystal,"On another planet in the distant past, a Gelfling embarks on a quest to find the missing shard of a magical crystal and restore order to his world, before the grotesque race of Skeksis find and use the crystal for evil.",5.1206,/fZPxRaa6gvCyGCh9Xk5kyPqz7fp.jpg,1982-12-17,The Dark Crystal,False,7.13,1242
False,/wIeNWRuBCdEBmWoDRcKputYV414.jpg,"[16, 10749, 18, 14]",572154,ja,青春ブタ野郎はゆめみる少女の夢を見ない,"In Fujisawa, Sakuta Azusagawa is in his second year of high school. Blissful days with his girlfriend and upperclassman, Mai Sakurajima, are interrupted by the appearance of his first crush, Shoko Makinohara.",6.7884,/AtFnN4OztDJy8IFwYd5JfU0jlEM.jpg,2019-06-15,Rascal Does Not Dream of a Dreaming Girl,False,8.3,583
